district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
doda district,2864,13087031.76313566,2019,jammu-&-kashmir,4
samba district,14817,53713327.351715714,2019,jammu-&-kashmir,4
mirpur district,642,3841256.042835106,2019,jammu-&-kashmir,4
srinagar district,117133,474222741.4546555,2019,jammu-&-kashmir,4
baramulla district,8345,30863315.57342449,2019,jammu-&-kashmir,4
jammu district,231238,928579096.2076488,2019,jammu-&-kashmir,4
ganderbal district,834,4743500.871029498,2019,jammu-&-kashmir,4
udhampur district,22103,91344412.2796205,2019,jammu-&-kashmir,4
bandipore district,300,1680075.8498654477,2019,jammu-&-kashmir,4
reasi district,12986,43788337.944249794,2019,jammu-&-kashmir,4
shopian district,285,648555.5507799082,2019,jammu-&-kashmir,4
poonch district,10130,37926598.592978455,2019,jammu-&-kashmir,4
kathua district,28288,83151146.69576254,2019,jammu-&-kashmir,4
kishtwar district,2057,9695993.464283273,2019,jammu-&-kashmir,4
pulwama district,1473,9185346.443124529,2019,jammu-&-kashmir,4
ramban district,14088,49372161.637940705,2019,jammu-&-kashmir,4
rajouri district,15973,65942824.07004503,2019,jammu-&-kashmir,4
kulgam district,211,982047.0576332739,2019,jammu-&-kashmir,4
budgam district,2351,11629862.550543789,2019,jammu-&-kashmir,4
anantnag district,3109,11464594.84393266,2019,jammu-&-kashmir,4
kupwara district,688,3800280.8395930566,2019,jammu-&-kashmir,4
muzaffarabad district,1760,7018769.97680518,2021,jammu-&-kashmir,1
doda district,93540,197962516.58644903,2021,jammu-&-kashmir,1
samba district,201873,489544571.0195805,2021,jammu-&-kashmir,1
mirpur district,19836,76641365.50414479,2021,jammu-&-kashmir,1
srinagar district,1027161,2568956545.4611216,2021,jammu-&-kashmir,1
baramulla district,410535,785025036.8822093,2021,jammu-&-kashmir,1
jammu district,2651223,7421535965.773878,2021,jammu-&-kashmir,1
ganderbal district,90691,163957078.62440437,2021,jammu-&-kashmir,1
udhampur district,253788,659211752.0750571,2021,jammu-&-kashmir,1
bandipore district,110105,212281960.49428704,2021,jammu-&-kashmir,1
reasi district,129459,310187729.6204411,2021,jammu-&-kashmir,1
shopian district,72084,140201587.32333398,2021,jammu-&-kashmir,1
poonch district,103668,299466026.8590725,2021,jammu-&-kashmir,1
kathua district,245017,476737690.8982123,2021,jammu-&-kashmir,1
kishtwar district,51696,119471258.11255996,2021,jammu-&-kashmir,1
pulwama district,230547,506298792.83870804,2021,jammu-&-kashmir,1
ramban district,79917,198841833.51555723,2021,jammu-&-kashmir,1
rajouri district,185784,544732582.9070423,2021,jammu-&-kashmir,1
kulgam district,118926,178549172.9397456,2021,jammu-&-kashmir,1
budgam district,314969,629196655.3946896,2021,jammu-&-kashmir,1
anantnag district,317577,500687365.6142787,2021,jammu-&-kashmir,1
kupwara district,287414,651843634.7301381,2021,jammu-&-kashmir,1
muzaffarabad district,3148,10753997.018016852,2021,jammu-&-kashmir,2
doda district,140197,278351055.12039316,2021,jammu-&-kashmir,2
samba district,272944,627782719.5376384,2021,jammu-&-kashmir,2
mirpur district,27536,100332260.09541795,2021,jammu-&-kashmir,2
srinagar district,1529261,3491629169.891506,2021,jammu-&-kashmir,2
baramulla district,558737,966623715.8159674,2021,jammu-&-kashmir,2
jammu district,3793205,10159766998.570372,2021,jammu-&-kashmir,2
ganderbal district,140457,232925318.179365,2021,jammu-&-kashmir,2
udhampur district,361814,841569039.9908626,2021,jammu-&-kashmir,2
bandipore district,160002,285432318.8981966,2021,jammu-&-kashmir,2
reasi district,155375,315743621.2957236,2021,jammu-&-kashmir,2
shopian district,103178,162612796.33491415,2021,jammu-&-kashmir,2
poonch district,155606,414593947.4794037,2021,jammu-&-kashmir,2
kathua district,329534,635043868.1523829,2021,jammu-&-kashmir,2
kishtwar district,76391,153411579.98716158,2021,jammu-&-kashmir,2
pulwama district,332326,632761432.1392006,2021,jammu-&-kashmir,2
ramban district,117866,253971901.63214535,2021,jammu-&-kashmir,2
rajouri district,239185,634121152.0877542,2021,jammu-&-kashmir,2
kulgam district,192379,256728224.91522247,2021,jammu-&-kashmir,2
budgam district,450138,822332973.9248707,2021,jammu-&-kashmir,2
anantnag district,479956,717788809.3041894,2021,jammu-&-kashmir,2
kupwara district,408584,819478528.2209682,2021,jammu-&-kashmir,2
muzaffarabad district,4058,15722035.204606244,2021,jammu-&-kashmir,3
doda district,178242,377444601.9327241,2021,jammu-&-kashmir,3
samba district,352992,822873576.4759533,2021,jammu-&-kashmir,3
mirpur district,32777,122345912.5978739,2021,jammu-&-kashmir,3
srinagar district,2196468,5510884597.059817,2021,jammu-&-kashmir,3
baramulla district,647847,1285810267.7066154,2021,jammu-&-kashmir,3
jammu district,5192026,13867943225.785107,2021,jammu-&-kashmir,3
ganderbal district,176334,338209062.1399027,2021,jammu-&-kashmir,3
udhampur district,476615,1090587535.866065,2021,jammu-&-kashmir,3
bandipore district,177163,340899753.33691466,2021,jammu-&-kashmir,3
reasi district,247073,542552590.7556257,2021,jammu-&-kashmir,3
shopian district,124570,229098781.19403479,2021,jammu-&-kashmir,3
poonch district,182447,520994995.97337115,2021,jammu-&-kashmir,3
kathua district,399722,762622103.9071403,2021,jammu-&-kashmir,3
kishtwar district,96068,208106532.42523685,2021,jammu-&-kashmir,3
pulwama district,393629,826511580.0632427,2021,jammu-&-kashmir,3
ramban district,157474,367286361.96328044,2021,jammu-&-kashmir,3
rajouri district,289081,823624344.2157102,2021,jammu-&-kashmir,3
kulgam district,223401,360260919.092471,2021,jammu-&-kashmir,3
budgam district,545818,1112797675.6615355,2021,jammu-&-kashmir,3
anantnag district,580106,938064508.2337394,2021,jammu-&-kashmir,3
kupwara district,477130,1133802686.4410892,2021,jammu-&-kashmir,3
muzaffarabad district,5831,21241442.22450836,2021,jammu-&-kashmir,4
doda district,235025,435237678.46631306,2021,jammu-&-kashmir,4
samba district,492079,1144805603.769711,2021,jammu-&-kashmir,4
mirpur district,39050,142452278.94317237,2021,jammu-&-kashmir,4
srinagar district,2900577,7232270069.006123,2021,jammu-&-kashmir,4
baramulla district,787593,1567275687.193142,2021,jammu-&-kashmir,4
jammu district,6639541,16627649138.408905,2021,jammu-&-kashmir,4
ganderbal district,211443,370559306.14335734,2021,jammu-&-kashmir,4
udhampur district,621122,1409015376.0471456,2021,jammu-&-kashmir,4
bandipore district,230443,426224671.10234237,2021,jammu-&-kashmir,4
reasi district,332221,721602756.4764307,2021,jammu-&-kashmir,4
shopian district,158150,324099702.9246179,2021,jammu-&-kashmir,4
poonch district,224247,610046677.2859366,2021,jammu-&-kashmir,4
kathua district,528207,1082468701.539606,2021,jammu-&-kashmir,4
kishtwar district,120885,242172974.0745622,2021,jammu-&-kashmir,4
pulwama district,462342,988006961.9135485,2021,jammu-&-kashmir,4
ramban district,199682,423301690.5890018,2021,jammu-&-kashmir,4
rajouri district,363872,998884379.6677287,2021,jammu-&-kashmir,4
kulgam district,279358,450818697.9289175,2021,jammu-&-kashmir,4
budgam district,678080,1358477847.9462016,2021,jammu-&-kashmir,4
anantnag district,683078,1035794983.4736751,2021,jammu-&-kashmir,4
kupwara district,597802,1313830800.64671,2021,jammu-&-kashmir,4
muzaffarabad district,112,436693.6274538382,2020,jammu-&-kashmir,1
doda district,14126,38583563.327599555,2020,jammu-&-kashmir,1
samba district,32933,90185246.2200037,2020,jammu-&-kashmir,1
mirpur district,3104,11580819.24606758,2020,jammu-&-kashmir,1
srinagar district,127979,474473029.57881373,2020,jammu-&-kashmir,1
baramulla district,38477,102651433.96810117,2020,jammu-&-kashmir,1
jammu district,363150,1275561405.7653875,2020,jammu-&-kashmir,1
ganderbal district,10813,28214462.840443924,2020,jammu-&-kashmir,1
udhampur district,45339,137536252.00526458,2020,jammu-&-kashmir,1
bandipore district,10311,27789837.54150642,2020,jammu-&-kashmir,1
reasi district,24431,69003941.03140756,2020,jammu-&-kashmir,1
shopian district,7878,18157391.903722018,2020,jammu-&-kashmir,1
poonch district,16709,52760138.965863004,2020,jammu-&-kashmir,1
kathua district,48120,107171478.55933961,2020,jammu-&-kashmir,1
kishtwar district,9710,27259898.028504793,2020,jammu-&-kashmir,1
pulwama district,26598,76212175.43966158,2020,jammu-&-kashmir,1
ramban district,12796,34487947.978801765,2020,jammu-&-kashmir,1
rajouri district,28561,88475364.88892928,2020,jammu-&-kashmir,1
kulgam district,12394,24289856.01002881,2020,jammu-&-kashmir,1
budgam district,32991,95338551.22633348,2020,jammu-&-kashmir,1
anantnag district,25741,70085624.44047819,2020,jammu-&-kashmir,1
kupwara district,29357,87388063.94032452,2020,jammu-&-kashmir,1
muzaffarabad district,656,2880433.662297405,2020,jammu-&-kashmir,2
doda district,57928,135990634.9908951,2020,jammu-&-kashmir,2
samba district,92336,202733580.03466016,2020,jammu-&-kashmir,2
mirpur district,14046,44622104.6311252,2020,jammu-&-kashmir,2
srinagar district,440808,1810806888.436264,2020,jammu-&-kashmir,2
baramulla district,139478,414666518.8451662,2020,jammu-&-kashmir,2
jammu district,819252,2746977181.9002085,2020,jammu-&-kashmir,2
ganderbal district,36483,106190105.59913673,2020,jammu-&-kashmir,2
udhampur district,127419,319173115.28145945,2020,jammu-&-kashmir,2
bandipore district,36152,102723529.86849661,2020,jammu-&-kashmir,2
reasi district,49746,106410135.68047369,2020,jammu-&-kashmir,2
shopian district,24785,66217970.77443329,2020,jammu-&-kashmir,2
poonch district,65969,192100840.0578707,2020,jammu-&-kashmir,2
kathua district,114835,227977779.90759313,2020,jammu-&-kashmir,2
kishtwar district,29206,75514041.19893728,2020,jammu-&-kashmir,2
pulwama district,85402,271480260.94137585,2020,jammu-&-kashmir,2
ramban district,39854,102642842.42209667,2020,jammu-&-kashmir,2
rajouri district,104655,305656997.14551216,2020,jammu-&-kashmir,2
kulgam district,42870,100175288.12866533,2020,jammu-&-kashmir,2
budgam district,112970,331830464.6882304,2020,jammu-&-kashmir,2
anantnag district,85384,239711526.255058,2020,jammu-&-kashmir,2
kupwara district,114772,359166698.8086049,2020,jammu-&-kashmir,2
muzaffarabad district,1572,5773809.286486714,2020,jammu-&-kashmir,3
doda district,68744,173984872.11111727,2020,jammu-&-kashmir,3
samba district,113571,309268006.2905833,2020,jammu-&-kashmir,3
mirpur district,15019,54072783.391636506,2020,jammu-&-kashmir,3
srinagar district,461915,1879035426.896187,2020,jammu-&-kashmir,3
baramulla district,183583,580425624.3604748,2020,jammu-&-kashmir,3
jammu district,1266667,4876922229.442625,2020,jammu-&-kashmir,3
ganderbal district,50743,155780382.9954802,2020,jammu-&-kashmir,3
udhampur district,154296,445180791.5536319,2020,jammu-&-kashmir,3
bandipore district,48450,147013052.43061084,2020,jammu-&-kashmir,3
reasi district,56486,135099068.4405353,2020,jammu-&-kashmir,3
shopian district,34708,101326986.58238825,2020,jammu-&-kashmir,3
poonch district,76518,263707934.54872236,2020,jammu-&-kashmir,3
kathua district,126283,311678208.3628339,2020,jammu-&-kashmir,3
kishtwar district,31188,83180064.56537089,2020,jammu-&-kashmir,3
pulwama district,114833,372238070.397479,2020,jammu-&-kashmir,3
ramban district,45879,125848917.44620399,2020,jammu-&-kashmir,3
rajouri district,125973,413621357.5955142,2020,jammu-&-kashmir,3
kulgam district,55854,145784144.81867468,2020,jammu-&-kashmir,3
budgam district,148225,477023512.9076569,2020,jammu-&-kashmir,3
anantnag district,128022,403569858.30771744,2020,jammu-&-kashmir,3
kupwara district,157369,516694658.1405349,2020,jammu-&-kashmir,3
muzaffarabad district,2190,8320762.641519774,2020,jammu-&-kashmir,4
doda district,101107,228886606.7496394,2020,jammu-&-kashmir,4
samba district,192767,485508786.5685181,2020,jammu-&-kashmir,4
mirpur district,22039,79706376.63871619,2020,jammu-&-kashmir,4
srinagar district,731076,2177635781.644431,2020,jammu-&-kashmir,4
baramulla district,412433,862594987.5778542,2020,jammu-&-kashmir,4
jammu district,1776840,5696308275.135366,2020,jammu-&-kashmir,4
ganderbal district,92285,201135628.2568581,2020,jammu-&-kashmir,4
udhampur district,248906,646828971.36521,2020,jammu-&-kashmir,4
bandipore district,106767,229201197.19575912,2020,jammu-&-kashmir,4
reasi district,100618,229255669.2348591,2020,jammu-&-kashmir,4
shopian district,71983,161658443.40664437,2020,jammu-&-kashmir,4
poonch district,117245,342505124.4352001,2020,jammu-&-kashmir,4
kathua district,226360,463045666.1261914,2020,jammu-&-kashmir,4
kishtwar district,51330,107185861.51281238,2020,jammu-&-kashmir,4
pulwama district,219731,551823991.7884358,2020,jammu-&-kashmir,4
ramban district,78367,192684246.34585124,2020,jammu-&-kashmir,4
rajouri district,196713,567890456.5176737,2020,jammu-&-kashmir,4
kulgam district,124253,220794472.45019814,2020,jammu-&-kashmir,4
budgam district,295461,692267475.7911439,2020,jammu-&-kashmir,4
anantnag district,282499,514346950.9515931,2020,jammu-&-kashmir,4
kupwara district,303474,721320071.0437154,2020,jammu-&-kashmir,4
muzaffarabad district,13,14559.803406151601,2018,jammu-&-kashmir,1
doda district,4108,7065930.233463201,2018,jammu-&-kashmir,1
samba district,14795,21534891.0416242,2018,jammu-&-kashmir,1
mirpur district,1320,3052181.909064396,2018,jammu-&-kashmir,1
srinagar district,47285,62676256.75828372,2018,jammu-&-kashmir,1
baramulla district,83775,44215018.00395158,2018,jammu-&-kashmir,1
jammu district,81381,127452979.35873458,2018,jammu-&-kashmir,1
ganderbal district,20571,9107649.670974826,2018,jammu-&-kashmir,1
udhampur district,17620,31451872.26861042,2018,jammu-&-kashmir,1
bandipore district,38208,11885513.905010346,2018,jammu-&-kashmir,1
reasi district,7433,12816155.33273841,2018,jammu-&-kashmir,1
shopian district,5083,3598498.6345729744,2018,jammu-&-kashmir,1
poonch district,398963,509120439.3079825,2018,jammu-&-kashmir,1
kathua district,17643,22353839.21295397,2018,jammu-&-kashmir,1
kishtwar district,2054,3514299.9889703216,2018,jammu-&-kashmir,1
pulwama district,35793,24777476.308443584,2018,jammu-&-kashmir,1
ramban district,5326,7284248.818676664,2018,jammu-&-kashmir,1
rajouri district,10199,16045672.106446449,2018,jammu-&-kashmir,1
kulgam district,23587,9213671.326669723,2018,jammu-&-kashmir,1
budgam district,50748,36218453.70685134,2018,jammu-&-kashmir,1
anantnag district,64478,24885721.231939793,2018,jammu-&-kashmir,1
kupwara district,11185,17085910.326759618,2018,jammu-&-kashmir,1
muzaffarabad district,75,368823.4836135323,2018,jammu-&-kashmir,2
doda district,7631,16114372.115183618,2018,jammu-&-kashmir,2
samba district,20917,36387040.50852826,2018,jammu-&-kashmir,2
mirpur district,1885,4089198.7363343993,2018,jammu-&-kashmir,2
srinagar district,92244,140893315.71476018,2018,jammu-&-kashmir,2
baramulla district,188100,100055918.36977986,2018,jammu-&-kashmir,2
jammu district,112434,232232787.92328903,2018,jammu-&-kashmir,2
ganderbal district,41415,24295329.738405794,2018,jammu-&-kashmir,2
udhampur district,27804,60326675.00386811,2018,jammu-&-kashmir,2
bandipore district,64888,26799256.94581057,2018,jammu-&-kashmir,2
reasi district,11296,27106631.47361443,2018,jammu-&-kashmir,2
shopian district,8017,8454705.838859541,2018,jammu-&-kashmir,2
poonch district,891298,1627868128.4895806,2018,jammu-&-kashmir,2
kathua district,25411,39744879.134225145,2018,jammu-&-kashmir,2
kishtwar district,3797,10312057.062347615,2018,jammu-&-kashmir,2
pulwama district,54034,53382825.78039837,2018,jammu-&-kashmir,2
ramban district,7715,14388161.945558583,2018,jammu-&-kashmir,2
rajouri district,17110,40023701.506525375,2018,jammu-&-kashmir,2
kulgam district,30822,17711007.626695577,2018,jammu-&-kashmir,2
budgam district,89823,77122240.2755234,2018,jammu-&-kashmir,2
anantnag district,70838,43529509.03427214,2018,jammu-&-kashmir,2
kupwara district,28772,49999669.795696385,2018,jammu-&-kashmir,2
muzaffarabad district,211,581878.7760569004,2018,jammu-&-kashmir,3
doda district,12645,34027590.92391601,2018,jammu-&-kashmir,3
samba district,28728,62913580.60213567,2018,jammu-&-kashmir,3
mirpur district,2789,7804797.778845614,2018,jammu-&-kashmir,3
srinagar district,154314,270405876.71132636,2018,jammu-&-kashmir,3
baramulla district,210619,195960360.05707502,2018,jammu-&-kashmir,3
jammu district,145123,376452715.050717,2018,jammu-&-kashmir,3
ganderbal district,52136,55650497.72050136,2018,jammu-&-kashmir,3
udhampur district,37014,92258254.83476219,2018,jammu-&-kashmir,3
bandipore district,87129,60815662.86494814,2018,jammu-&-kashmir,3
reasi district,16409,42269613.56023088,2018,jammu-&-kashmir,3
shopian district,8156,13724387.244946066,2018,jammu-&-kashmir,3
poonch district,1189512,2093062576.1870332,2018,jammu-&-kashmir,3
kathua district,35991,65729742.878893405,2018,jammu-&-kashmir,3
kishtwar district,5911,14394238.733370475,2018,jammu-&-kashmir,3
pulwama district,65491,93861999.52986418,2018,jammu-&-kashmir,3
ramban district,13585,31095426.6143336,2018,jammu-&-kashmir,3
rajouri district,25458,73897455.39817372,2018,jammu-&-kashmir,3
kulgam district,36648,38482884.37476657,2018,jammu-&-kashmir,3
budgam district,74691,120545227.15939456,2018,jammu-&-kashmir,3
